"zone","acres","sqft","yearbuilt","bedrooms","bathrooms","halfbaths","multibuilding","style","saledate1","saleprice1","saledate2","saleprice2","saledate3","saleprice3","saledate4","saleprice4","saledate5","saleprice5"
"RM2",0.1,2480,1900,4,2,0,FALSE,"2 Family","2016",73500,"2013",0,"2011",0,"1999",0,NA,NA
"RM2",0.1,2671,1900,4,2,0,FALSE,"2 Family","2017",0,"2016",104799,"2016",0,"1994",0,NA,NA
"RM2",0.11,2745,1900,7,2,1,FALSE,"2 Family","1986",39000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.1,1617,1900,4,1,0,FALSE,"Colonial","2008",185000,"2008",50000,"2008",0,"2006",0,"1962",0
"RM2",0.1,2412,1900,6,3,0,FALSE,"2 Family","2005",211000,"2003",0,"1994",0,NA,NA,NA,NA
"RM2",0.11,2894,1900,4,2,0,FALSE,"2 Family","1986",54900,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.11,2608,1900,4,2,0,FALSE,"2 Family","2016",0,"2016",110024,"2016",0,"2006",280000,"2003",171000
"RM2",0.11,3238,1900,6,2,0,FALSE,"2 Family","1993",69870,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.13,2808,1900,6,3,0,FALSE,"Colonial","2001",130000,"2001",0,"1999",25000,"1999",0,"1983",0
"RM2",0.12,3360,1900,6,3,0,FALSE,"3 Family","2006",250000,"1992",105000,NA,NA,NA,NA,NA,NA
"RM2",0.12,1576,1900,2,1,0,FALSE,"Colonial","2000",29500,"1999",0,"1998",0,NA,NA,NA,NA
"RM2",0.15,2032,1900,6,2,0,FALSE,"Colonial","2004",0,"1997",0,"1996",0,"1995",0,"1994",65237
"RM2",0.13,2136,1900,6,3,1,FALSE,"Colonial","2016",0,"2013",0,"2013",60000,"2013",0,"2013",0
"RM2",0.1,2736,1900,6,3,0,FALSE,"3 Family","2000",30000,"2000",0,"1978",0,NA,NA,NA,NA
"RM2",0.11,2736,1900,6,3,0,FALSE,"3 Family","2006",210000,"2005",60000,"1994",0,NA,NA,NA,NA
"RM2",0.11,1308,1900,3,1,1,FALSE,"Colonial","2017",35000,"2016",0,"1983",0,NA,NA,NA,NA
"RM2",0.14,3180,1900,9,3,0,FALSE,"3 Family","2004",215000,"2003",45000,"2002",0,"2001",0,"1999",72000
"RM2",0.11,2963,1900,5,3,0,FALSE,"3 Family","2012",97000,"2012",0,"2008",190000,"2006",0,NA,0
"RM2",0.11,3013,1900,6,3,0,FALSE,"3 Family","2004",124000,"1988",148000,NA,NA,NA,NA,NA,NA
"RM2",0.11,2950,1900,6,3,0,FALSE,"3 Family","2007",263150,"2004",170000,"2004",0,"2003",20000,"1979",0
"RM2",0.08,3627,1900,6,3,0,FALSE,"3 Family","2015",128000,"1996",0,"1995",0,NA,NA,NA,NA
"RM2",0.06,3864,1900,7,5,0,FALSE,"Apt House","2008",235000,"2003",165000,"1998",0,"1985",0,NA,NA
"RM2",0.38,0,NA,0,0,0,FALSE,"Vacant Land","1999",0,"1990",0,"1988",1e+05,NA,NA,NA,NA
"RM2",0.08,1920,1900,4,2,0,FALSE,"Colonial","1997",20100,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.07,1654,1900,4,2,0,FALSE,"Colonial","2010",80000,"2010",0,"2010",28200,"2009",0,"1996",0
"RM2",0.06,1328,1900,2,1,0,FALSE,"Colonial","2014",50100,"2013",0,"2012",208007,"2006",165000,"2003",90000
"RM2",0.07,1575,1900,3,1,0,FALSE,"Colonial","1981",20500,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.08,1570,1900,3,1,0,FALSE,"Colonial","2006",174000,"2005",75000,"2003",0,"2003",0,"1990",50000
"RM2",0.07,1540,1900,4,1,0,FALSE,"Colonial","1994",43000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.07,2715,1900,6,3,0,FALSE,"3 Family","2014",72000,"2009",55000,"2008",0,"2006",0,"2006",259900
"RM2",0.06,1769,1900,3,2,0,FALSE,"Colonial","2003",70000,"2001",500,"1999",0,"1991",0,NA,NA
"RM2",0.06,1881,1900,5,2,0,FALSE,"Colonial","2017",0,"2017",67000,"2017",0,"2007",195000,"2006",110000
"RM2",0.1,3988,1900,0,0,0,FALSE,"Mix Ret Apt","2017",0,"2012",106000,"2011",150000,"2010",0,"2008",167500
"RM2",0.25,0,NA,0,0,0,FALSE,"Vacant Land","2004",36000,"1997",4250,NA,NA,NA,NA,NA,NA
"RM2",0.12,2528,1992,6,2,2,FALSE,"2 Family","1992",130000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.12,2528,1992,6,2,2,FALSE,"2 Family","1992",130000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.14,2528,1992,6,2,2,FALSE,"2 Family","2011",180000,"2003",0,"1988",110000,NA,NA,NA,NA
"RM2",0.14,1400,1900,3,1,0,FALSE,"Colonial","2016",0,"1995",7900,"1995",11250,NA,NA,NA,NA
"RM2",0.15,4286,1900,6,5,0,FALSE,"Apt House","2013",170000,"1983",0,NA,NA,NA,NA,NA,NA
"RM2",0.13,3531,1900,6,3,0,FALSE,"3 Family","2005",238000,"1997",0,NA,NA,NA,NA,NA,NA
"RM2",0.14,1749,1900,3,1,1,FALSE,"Colonial","2017",0,"2016",37000,"2014",58000,"2011",0,"2011",0
"RM2",0.08,3603,1900,6,3,0,FALSE,"3 Family","2015",0,"2015",125000,"2015",0,"2005",242000,"2005",0
"RM2",0.1,2934,1900,5,2,0,FALSE,"2 Family","2014",40000,"2004",0,"1979",0,NA,NA,NA,NA
"RM2",0.1,2980,1900,4,2,0,FALSE,"2 Family","2012",0,"2012",33000,"2012",0,"2012",0,"2007",0
"RM2",0.09,2993,1900,6,2,0,FALSE,"2 Family","2015",0,"2013",37500,"2013",0,"1976",0,NA,NA
"RM2",0.09,3090,1900,6,3,0,FALSE,"3 Family","2016",0,"2010",0,"2010",60250,"2009",0,"2009",0
"RM2",0.1,3060,1900,5,2,0,FALSE,"2 Family","2007",0,"2005",219900,"1986",80000,NA,NA,NA,NA
"RM2",0.1,3052,1900,5,2,0,FALSE,"2 Family","2012",72000,"2012",0,"2007",267500,"1986",89000,NA,NA
"RM2",0.09,3090,1900,6,3,0,FALSE,"3 Family","2015",0,"2013",0,"2013",59900,"2012",0,"1980",0
"RM2",0.11,0,NA,0,0,0,FALSE,"Vacant Land","1987",79000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.09,2936,1900,6,2,0,FALSE,"3 Family","2002",95000,"2002",40000,"2001",0,"1997",0,"1997",0
"RM2",0.09,2936,1900,6,2,0,FALSE,"2 Family","2011",0,"2007",140000,"2007",0,NA,0,NA,NA
"RM2",0.03,0,NA,0,0,0,FALSE,"Vacant Land","1988",150,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.09,1224,1900,2,2,0,FALSE,"Colonial","1998",42000,"1998",0,NA,NA,NA,NA,NA,NA
"RM2",0.09,3226,1900,6,3,0,FALSE,"3 Family","2011",0,"2011",90000,"2011",0,"2010",0,"2008",285000
"RM2",0.09,3226,1900,6,3,0,FALSE,"3 Family","2017",137000,"2002",93000,"1977",36000,NA,NA,NA,NA
"RM2",0.09,3226,1900,6,3,0,FALSE,"3 Family","2005",0,"2001",124000,"2001",47500,"2001",39900,"2000",0
"RM2",0.09,3226,1900,6,3,0,FALSE,"3 Family","2018",0,"2017",0,"2017",141750,"2016",0,"1996",0
"RM2",0.09,3226,1900,6,3,0,FALSE,"3 Family","2005",232000,"2004",65000,"2003",75000,"1997",74000,"1997",0
"RM2",0.1,3318,1900,6,3,0,FALSE,"3 Family","2003",75000,"2002",67500,"1988",120000,NA,NA,NA,NA
"RM2",0.11,1360,1900,3,1,0,FALSE,"Colonial","2011",92000,"2010",30000,"2008",106250,"2006",0,"2005",0
"RM2",0.1,1372,1896,3,1,0,FALSE,"Colonial","2012",139900,"2011",33500,"2011",0,"2009",0,"1985",57000
"RM2",0.06,1020,1900,3,1,0,FALSE,"Colonial","2016",0,"2015",0,"2014",0,"2014",48000,"2014",0
"RM2",0.09,1508,1929,3,1,0,FALSE,"Colonial","2016",130000,"2013",50000,"2003",0,"1983",0,NA,NA
"RM2",0.09,1360,1935,3,1,0,FALSE,"Cape Cod","1985",55500,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.09,2756,1900,4,2,0,FALSE,"2 Family","1976",30000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.09,2918,1917,8,3,0,FALSE,"3 Family","2005",184000,"1988",160000,NA,NA,NA,NA,NA,NA
"RM2",0.09,2854,1917,4,2,0,FALSE,"2 Family","1974",25000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.09,3024,1920,6,3,0,FALSE,"3 Family","1987",120000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.09,1664,1900,3,1,0,FALSE,"Colonial","2001",75900,"1997",0,"1997",0,"1997",0,"1991",85000
"RM2",0.09,1654,1909,5,2,1,FALSE,"Colonial","2002",89900,"2002",0,"2002",0,"2000",0,"1986",72000
"RM2",0.1,3760,1900,6,3,0,FALSE,"3 Family","1986",70000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.08,1360,1900,3,1,0,FALSE,"Colonial","2008",177572,"2005",0,"2004",0,"2004",17800,"1979",0
"RM2",0.08,1724,1900,6,2,0,FALSE,"2 Family","2016",175000,"2016",0,"2015",70000,"2008",0,"2007",85000
"RM2",0.08,1600,1900,3,1,0,FALSE,"Colonial","2002",0,"1978",16350,NA,NA,NA,NA,NA,NA
"RM2",0.08,1681,1902,3,1,1,FALSE,"Colonial","2010",139900,"2009",45400,"2009",0,"1976",15000,NA,NA
"RM2",0.08,1280,1900,3,1,0,FALSE,"Colonial","2007",79310,"2007",0,"2007",0,"2005",0,"2004",0
"RM2",0.08,1280,1900,3,1,1,FALSE,"Colonial","1976",17000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.08,1280,1900,3,1,1,FALSE,"Colonial","1998",54000,"1998",15000,"1997",0,NA,NA,NA,NA
"RM2",0.08,1600,1900,3,1,0,FALSE,"Colonial","2014",0,"2013",85000,"2011",0,"2009",0,"2009",45900
"RM2",0.08,1600,1900,3,1,0,FALSE,"Colonial","2014",0,"2014",43000,"2012",0,"1978",0,NA,NA
"RM2",0.07,1500,1900,3,1,0,FALSE,"Colonial","2005",130000,"1989",0,NA,NA,NA,NA,NA,NA
"RM2",0.07,1700,1900,3,1,1,FALSE,"Colonial","2011",0,"2001",0,"2001",68000,"1965",0,NA,NA
"RM2",0.18,4395,1925,6,3,0,FALSE,"3 Family","2004",260000,"2000",0,"2000",0,"1998",75000,"1997",0
"RM2",0.16,3781,1920,6,3,0,FALSE,"3 Family","1982",49900,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.17,4515,1920,4,2,1,FALSE,"2 Family","1998",0,"1994",120000,NA,NA,NA,NA,NA,NA
"RM2",0.18,3612,1920,5,3,0,FALSE,"3 Family","2003",205000,"2002",167000,"2002",90000,"2001",70000,"2001",0
"RM2",0.18,5550,1925,6,2,0,FALSE,"2 Family","2001",0,"1991",171500,NA,NA,NA,NA,NA,NA
"RM2",0.13,4650,1925,7,3,0,FALSE,"3 Family","2015",0,"2015",0,"2004",0,"1994",0,"1993",120000
"RM2",0.18,3804,1922,5,3,0,FALSE,"3 Family","1999",155000,"1998",88825,"1998",0,"1991",155000,NA,NA
"RM2",0.18,4789,1925,7,3,0,FALSE,"3 Family","2017",0,"2016",0,"2015",127000,"2015",0,"2007",0
"RM2",0.18,4378,1925,7,3,0,FALSE,"2 Family","1981",55500,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.18,5040,1925,8,3,0,FALSE,"3 Family","2016",75000,"1996",0,"1995",0,"1986",228000,NA,NA
"RM2",0.21,5117,1925,9,3,0,FALSE,"3 Family","2005",340000,"2005",0,"2004",0,"2004",0,"2004",0
"RM2",0.18,5077,1920,9,3,0,FALSE,"3 Family","2001",165000,"1983",0,NA,NA,NA,NA,NA,NA
"RM2",0.2,4731,1920,8,3,0,FALSE,"2 Family","2004",0,"1992",143000,NA,NA,NA,NA,NA,NA
"RM2",0.2,5410,1920,8,3,0,FALSE,"3 Family","2000",151500,"1989",63000,NA,NA,NA,NA,NA,NA
"RM2",0.2,4646,1925,7,3,0,FALSE,"3 Family","2006",318000,"2001",0,"1999",0,NA,NA,NA,NA
"RM2",0.17,4034,1925,6,3,0,FALSE,"2 Family","2012",0,"2005",0,"1996",0,"1995",0,"1990",137000
"RM2",0.17,4879,1925,8,3,0,FALSE,"3 Family","2015",0,"2015",190000,"2015",0,"2003",0,"2003",128000
"RM2",0.17,3877,1925,6,3,0,FALSE,"3 Family","2016",0,"2005",340000,"1999",67900,"1998",0,"1988",259000
"RM2",0.16,4487,1925,6,3,0,FALSE,"3 Family","2005",212500,"2003",0,"1999",127000,"1982",0,NA,NA
"RM2",0.17,4050,1925,6,3,0,FALSE,"3 Family","2008",288000,"2007",0,"1997",125000,"1995",0,"1991",0
"RM2",0.16,4139,1925,6,3,0,FALSE,"2 Family","2002",155000,"1994",0,"1986",0,NA,NA,NA,NA
"RM2",0.15,1795,1925,4,1,1,FALSE,"Colonial","2010",0,"2010",0,"1977",35000,NA,NA,NA,NA
"RM2",0.16,2233,1925,3,1,1,FALSE,"Colonial","2018",219900,"2015",190000,"1992",135000,NA,NA,NA,NA
"RM2",0.15,2590,1921,5,1,1,FALSE,"Colonial","2017",111500,"1989",0,NA,NA,NA,NA,NA,NA
"RM2",0.15,2021,1927,3,2,1,FALSE,"Colonial","2007",290000,"2003",196000,"2000",123000,"1996",102000,"1981",34000
"RM2",0.16,1960,1932,4,1,1,FALSE,"Colonial","2014",192500,"2012",0,"2002",170000,"1968",0,NA,NA
"RM2",0.17,2260,1960,3,2,0,FALSE,"Ranch","2012",235000,"2011",110000,"2011",0,"2011",0,"2005",229000
"RM2",0.19,1744,1925,3,1,0,FALSE,"Colonial","1976",33500,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.2,1584,1925,3,1,1,FALSE,"Colonial","2001",81500,"2001",0,"2000",0,"1994",99000,NA,NA
"RM2",0.22,1550,1929,3,1,1,FALSE,"Colonial","2014",0,"2012",90000,"2011",149681,"2004",219900,"2003",169900
"RM2",0.05,2379,1920,5,3,0,FALSE,"2 Family","2002",52500,"2001",17500,"2001",0,"2001",0,"1993",0
"RM2",0.06,3779,1920,8,3,0,FALSE,"3 Family","2017",0,"2017",153000,"2017",0,"2005",316000,"2000",0
"RM2",0.15,4099,1920,8,3,0,FALSE,"3 Family","2016",0,"2013",165000,"2012",0,"2009",112000,"2009",0
"RM2",0.15,4152,1920,8,4,0,FALSE,"3 Family","2011",0,"2011",102500,"2010",0,"2004",299000,"2004",299000
"RM2",0.31,22903,1900,0,0,0,FALSE,"Apt 1-7 st","2017",1800000,"2010",1400000,"2005",0,"2005",1625000,"2000",0
"RM2",0.16,3241,1920,9,3,0,FALSE,"3 Family","2003",257000,"2002",113000,"2002",0,"1998",55000,"1997",1500
"RM2",0.17,2294,1920,6,3,0,FALSE,"3 Family","2015",175000,"2014",36000,"1979",0,NA,NA,NA,NA
"RM2",0.16,1793,1920,4,1,1,FALSE,"Colonial","2017",0,"2017",120000,"2016",0,"2016",0,"1971",0
"RM2",0.44,2045,1920,4,1,1,FALSE,"Colonial","2004",170000,"2002",160000,NA,0,NA,NA,NA,NA
"RM2",0.21,2852,1920,3,1,0,FALSE,"Colonial","1997",72000,"1993",0,NA,NA,NA,NA,NA,NA
"RM2",0.21,3524,1920,8,3,0,FALSE,"3 Family","2005",345000,"2003",0,"2000",0,"1996",0,NA,NA
"RM2",0.21,3574,1920,8,3,0,FALSE,"3 Family","2010",186486,"2009",0,"2009",92500,"2009",0,"2004",214000
"RM2",0.19,3179,1920,6,3,0,FALSE,"3 Family","2018",0,"1979",35500,NA,NA,NA,NA,NA,NA
"RM2",0.13,1797,1894,3,1,1,FALSE,"Colonial","2003",124000,"2002",40000,"2001",0,NA,0,NA,NA
"RM2",0.13,1863,1910,3,1,1,FALSE,"Colonial","2014",155000,"2012",0,"1979",0,NA,NA,NA,NA
"RM2",0.13,1755,1920,3,2,0,FALSE,"2 Family","2010",140000,"2007",0,"1996",52000,"1986",78000,NA,NA
"RM2",0.14,2488,1920,6,3,0,FALSE,"3 Family","2011",0,"2006",290000,"2003",87000,"1997",57000,"1993",0
"RM2",0.14,2576,1920,6,3,0,FALSE,"3 Family","2012",121900,"2006",285000,"2003",126000,"2000",0,"1999",87000
"RM2",0.1,3140,1920,8,3,0,FALSE,"3 Family","2015",0,"2014",0,"2014",0,"2014",119000,"2014",0
"RM2",0.1,3446,1920,6,3,0,FALSE,"3 Family","2017",0,"2017",175000,"1990",0,NA,NA,NA,NA
"RM2",0.1,3171,1920,6,3,0,FALSE,"2 Family","2005",0,"2005",250000,"2005",0,"1983",0,NA,NA
"RM2",0.1,3324,1920,6,3,0,FALSE,"3 Family","2006",0,"2005",334900,"2004",155900,"2004",0,"2000",130000
"RM2",0.16,2530,1920,4,2,0,FALSE,"2 Family","2007",262000,"2006",210000,"2005",0,"1995",0,"1995",0
"RM2",0.17,2972,1920,4,2,0,FALSE,"2 Family","2016",0,"1997",0,"1996",2000,NA,NA,NA,NA
"RM2",0.13,1260,1920,3,1,0,FALSE,"Colonial","2000",39900,"2000",0,NA,NA,NA,NA,NA,NA
"RM2",0.13,1695,1920,6,1,0,FALSE,"Colonial","2003",85000,"1988",0,NA,NA,NA,NA,NA,NA
"RM2",0.16,2610,1920,6,3,0,FALSE,"2 Family","1994",110000,"1992",10000,NA,NA,NA,NA,NA,NA
"RM2",0.15,1908,1920,6,2,0,FALSE,"2 Family","1989",150000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.15,2398,1920,6,3,0,FALSE,"3 Family","2004",0,"2003",150000,"2003",85000,"2003",85000,"2003",52000
"RM2",0.15,2814,1920,4,2,0,FALSE,"2 Family","1985",39000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.16,5888,1920,8,4,0,FALSE,"4 Family","2015",0,"2013",181000,"2013",0,"2001",118000,"1972",0
"RM2",0.17,4944,1920,9,4,0,FALSE,"4 Family","2015",345000,"2007",0,"2007",0,"2006",0,"2006",0
"RM2",0.21,2348,1920,6,3,0,FALSE,"2 Family","2017",172000,"2009",90000,"2009",0,"1995",0,"1995",0
"RM2",0.19,4620,1920,9,4,0,FALSE,"4 Family","2017",0,"2016",0,"2015",176400,"2015",0,"2005",316098
"RM2",0.14,2552,1920,5,3,0,FALSE,"2 Family","2015",171000,"2009",85700,"2009",0,"2009",59900,"2009",0
"RM2",0.31,0,NA,0,0,0,FALSE,"Vacant Land","2005",8800,"2003",185000,"1995",0,"1994",14000,NA,NA
"RM2",0.16,3660,1920,7,3,0,FALSE,"2 Family","2006",255000,"2001",70000,"2000",0,"1994",39000,"1993",125000
"RM2",0.32,3854,1920,4,3,0,FALSE,"3 Family","1994",47000,"1994",0,NA,NA,NA,NA,NA,NA
"RM2",0.19,4200,1900,6,3,0,FALSE,"3 Family","2011",269000,"1996",0,"1981",0,NA,NA,NA,NA
"RM2",0.14,3943,1920,8,4,0,FALSE,"4 Family","2016",290000,"2016",0,"2014",0,"2014",153000,"2014",0
"RM2",0.12,1913,1920,5,3,0,FALSE,"2 Family","2014",0,"1995",125000,"1993",7500,NA,NA,NA,NA
"RM2",0.14,3568,1920,6,3,0,FALSE,"3 Family","2009",175000,"2008",0,"1990",165000,NA,NA,NA,NA
"RM2",0.11,2046,1920,4,2,0,FALSE,"2 Family","2016",0,"2015",0,"2013",85000,"2005",0,"2004",104000
"RM2",0.12,3369,1920,8,3,0,FALSE,"2 Family","2017",0,"2016",0,"2016",101000,"1983",0,NA,NA
"RM2",0.14,3566,1920,7,3,0,FALSE,"2 Family","2005",0,"1993",132500,NA,NA,NA,NA,NA,NA
"RM2",0.12,1948,1920,5,2,0,FALSE,"2 Family","2018",170000,"2015",1e+05,"2015",78900,"2013",0,"2011",0
"RM2",0.12,2390,1920,4,3,0,FALSE,"2 Family","2016",0,"2003",135000,"2001",17500,"2001",0,"2001",0
"RM2",0.12,2396,1920,9,2,1,FALSE,"2 Family","1998",125000,"1996",0,"1996",0,"1996",0,"1996",0
"RM2",0.09,1592,1920,4,1,1,FALSE,"Colonial","2013",0,"2013",59999,"2013",0,"2010",0,"2005",0
"RM2",0.09,1940,1920,4,2,0,FALSE,"2 Family","2011",0,"2004",163000,"1994",0,"1989",50000,NA,NA
"RM2",0.12,3562,1928,6,3,0,FALSE,"Mix Use Res Tp","2015",141400,"2015",0,"1979",0,NA,NA,NA,NA
"RM2",0.12,2589,1920,8,3,0,FALSE,"3 Family","2017",0,"2016",0,"2015",158550,"2015",0,"2009",0
"RM2",0.12,2507,1920,5,2,0,FALSE,"2 Family","1996",125000,"1994",0,NA,NA,NA,NA,NA,NA
"RM2",0.12,3722,1920,6,3,0,FALSE,"3 Family","2015",250000,"2015",134000,"2014",0,"2004",165000,"2003",92201
"RM2",0.12,3107,1920,6,3,0,FALSE,"3 Family","2016",186700,"2013",95550,"2013",0,"2006",0,"2006",185500
"RM2",0.12,3109,1920,6,3,0,FALSE,"3 Family","2005",252000,"2004",0,"2002",0,"1980",0,NA,NA
"RM2",0.12,3109,1920,6,3,0,FALSE,"2 Family","1997",125000,"1996",0,"1995",0,"1992",0,"1990",160000
"RM2",0.12,2525,1920,6,3,0,FALSE,"2 Family","1999",122500,"1999",122500,"1998",20000,"1998",0,"1990",0
"RM2",0.12,3032,1920,6,3,0,FALSE,"2 Family","2004",0,"1996",125000,"1995",0,"1995",6000,"1994",0
"RM2",0.15,2880,1920,8,3,0,FALSE,"3 Family","2017",0,"2015",0,"2015",107000,"2015",0,"2009",0
"RM2",0.11,0,NA,0,0,0,FALSE,"Vacant Land","1997",7900,"1996",0,"1988",130000,NA,NA,NA,NA
"RM2",0.09,3649,1920,6,3,0,FALSE,"3 Family","2006",269000,"1982",0,NA,NA,NA,NA,NA,NA
"RM2",0.09,3351,1920,6,3,0,FALSE,"3 Family","2004",0,"2002",145000,"1987",132000,NA,NA,NA,NA
"RM2",0.09,2460,1920,6,2,0,FALSE,"2 Family","2010",75000,"1983",0,NA,NA,NA,NA,NA,NA
"RM2",0.08,2830,1920,5,3,0,FALSE,"3 Family","2012",0,"1976",30000,NA,NA,NA,NA,NA,NA
"RM2",0.08,2417,1920,5,3,0,FALSE,"2 Family","2017",205000,"2010",0,"2010",95000,"2010",0,"2010",0
"RM2",0.08,2417,1920,4,2,0,FALSE,"2 Family","2014",88000,"2014",0,"2010",0,"2009",0,"2009",106900
"RM2",0.09,2290,1920,7,2,1,FALSE,"2 Family","1998",0,"1998",60000,"1998",24000,"1997",0,"1993",0
"RM2",0.09,2268,1920,5,3,0,FALSE,"3 Family","2005",245000,"2004",180000,"2003",135000,"2002",0,"2001",0
"RM2",0.08,2206,1920,7,2,0,FALSE,"2 Family","2014",0,"2014",545000,"2010",0,"2010",50000,"2010",0
"RM2",0.09,2116,1920,5,2,1,FALSE,"2 Family","2014",0,"2014",545000,"2010",0,"2010",65000,"2010",0
"RM2",0.09,1792,1920,4,2,0,FALSE,"2 Family","2014",0,"2014",545000,"2010",83000,"2006",260000,"2003",130000
"RM2",0.17,2312,1920,4,2,0,FALSE,"2 Family","2008",0,"2002",0,"2002",0,"1992",110000,NA,NA
"RM2",0.16,3213,1920,7,3,0,FALSE,"3 Family","2010",0,"2010",89300,"2008",0,"2006",0,"2005",0
"RM2",0.16,2734,1920,6,4,0,FALSE,"2 Family","2014",2e+05,"2012",24000,"2012",0,"1971",0,NA,NA
"RM2",0.16,3102,1920,8,3,0,FALSE,"2 Family","2010",195000,"2009",118739,"2005",225500,"1997",0,"1996",0
"RM2",0.16,3824,1920,6,4,0,FALSE,"3 Family","2018",224000,"2009",196600,"2009",0,"2009",131200,"2009",0
"RM2",0.17,4806,1920,8,3,0,FALSE,"3 Family","2013",0,"2013",160000,"2012",0,"2009",0,"2009",88000
"RM2",0.17,4218,1920,8,3,0,FALSE,"3 Family","2000",145000,"1999",0,"1999",0,"1983",0,NA,NA
"RM2",0.17,2904,1920,5,3,0,FALSE,"2 Family","2015",0,"1997",0,"1992",132500,"1991",30000,NA,NA
"RM2",0.17,3841,1902,5,3,0,FALSE,"3 Family","2014",0,"2003",109000,"2002",0,"2002",0,"2001",0
"RM2",0.11,2162,1920,2,2,0,FALSE,"2 Family","2017",0,"2017",82000,"2009",0,"1972",0,NA,NA
"RM2",0.11,3152,1920,6,3,0,FALSE,"3 Family","2017",0,"2016",275000,"2016",157500,"2008",140000,"1995",0
"RM2",0.11,2844,1920,6,3,0,FALSE,"3 Family","2011",142500,"2010",92000,"2006",0,"2005",277000,"2004",120000
"RM2",0.09,1642,1920,3,1,0,FALSE,"Colonial","2016",57500,"2015",0,"2015",0,"2015",0,"2015",0
"RM2",0.09,1217,1920,3,1,1,FALSE,"Colonial","2017",0,"2016",90000,"2014",0,"2013",0,"2009",0
"RM2",0.1,1802,1920,4,2,1,FALSE,"Colonial","1999",85000,"1995",6000,"1995",0,"1984",15000,NA,NA
"RM2",0.11,2226,1920,6,2,0,FALSE,"2 Family","1998",0,"1998",0,"1987",134500,NA,NA,NA,NA
"RM2",0.09,1360,1920,4,2,0,FALSE,"2 Family","2012",68600,"2004",65000,"1991",80000,NA,NA,NA,NA
"RM2",0.09,2174,1910,4,2,0,FALSE,"2 Family","2016",0,"2015",0,"2013",95000,"2005",0,"2004",114000
"RM2",0.12,3708,1920,6,3,0,FALSE,"3 Family","2016",0,"2008",114000,"2008",0,"2008",0,"2008",0
"RM2",0.08,1160,1920,3,1,0,FALSE,"Colonial","2008",66000,"2008",138000,"2006",2e+05,"2002",26000,"2002",0
"RM2",0.2,2584,1920,5,3,0,FALSE,"2 Family","2005",0,"2004",150000,"2003",82000,"2001",0,"1999",22600
"RM2",0.08,1688,1920,4,2,0,FALSE,"Colonial","2014",0,"2014",55000,"2014",0,"2005",120000,"2004",0
"RM2",0.08,998,1920,3,1,0,FALSE,"Colonial","2017",0,"2016",0,"2013",46600,"2013",18000,"1979",0
"RM2",0.09,1212,1920,3,2,0,FALSE,"Colonial","2014",20000,"2013",0,"1993",0,"1991",55000,NA,NA
"RM2",0.18,1330,1920,3,1,0,FALSE,"Colonial","2015",44000,"2015",0,"2015",0,"2009",0,"1996",45000
"RM2",0.11,3282,1920,6,3,0,FALSE,"2 Family","2005",0,"2005",0,"1997",0,"1994",12500,"1994",0
"RM2",0.11,3209,1920,7,3,0,FALSE,"3 Family","2010",179000,"2010",91500,"2009",0,"2005",0,"2004",0
"RM2",0.11,2025,1920,4,3,0,FALSE,"2 Family","2015",0,"2013",0,"2013",0,"2013",67000,"2013",0
"RM2",0.12,2670,1920,4,3,0,FALSE,"2 Family","1996",0,"1994",10000,"1994",0,"1993",127500,"1989",127500
"RM2",0.12,1390,1920,3,1,0,FALSE,"Colonial","2004",62100,"2003",23000,"2002",0,"1979",0,NA,NA
"RM2",0.12,1963,1920,6,3,0,FALSE,"2 Family","2016",0,"2007",227000,"2003",0,"1994",0,"1989",160000
"RM2",0.12,2023,1920,6,3,0,FALSE,"2 Family","2013",185000,"2010",37500,"2010",0,"2010",0,"2006",80000
"RM2",0.07,2406,1920,5,3,0,FALSE,"2 Family","2009",80000,"2008",0,"2006",220000,NA,0,NA,NA
"RM2",0.05,2200,1920,7,2,0,FALSE,"2 Family","2015",0,"2007",0,"2006",0,"2006",75000,"1995",38000
"RM2",0.09,2056,1920,4,2,0,FALSE,"2 Family","2008",0,"2005",150000,"2002",83000,"1978",0,NA,NA
